Q15696	reviewed	U2AFM_HUMAN	"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)"	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	Homo sapiens (Human)	482
Q15697	reviewed	ZN174_HUMAN	Zinc finger protein 174 (AW-1) (Zinc finger and SCAN domain-containing protein 8)	ZNF174 ZSCAN8	Homo sapiens (Human)	407
Q15776	reviewed	ZKSC8_HUMAN	Zinc finger protein with KRAB and SCAN domains 8 (LD5-1) (Zinc finger protein 192)	ZKSCAN8 ZNF192	Homo sapiens (Human)	578
Q15911	reviewed	ZFHX3_HUMAN	Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)	ZFHX3 ATBF1 C16orf47	Homo sapiens (Human)	3703
Q15915	reviewed	ZIC1_HUMAN	Zinc finger protein ZIC 1 (Zinc finger protein 201) (Zinc finger protein of the cerebellum 1)	ZIC1 ZIC ZNF201	Homo sapiens (Human)	447
Q15916	reviewed	ZBTB6_HUMAN	Zinc finger and BTB domain-containing protein 6 (Zinc finger protein 482) (Zinc finger protein with interaction domain)	ZBTB6 ZID ZNF482	Homo sapiens (Human)	424
Q15928	reviewed	ZN141_HUMAN	Zinc finger protein 141	ZNF141 D4S90	Homo sapiens (Human)	474
Q15973	reviewed	ZN124_HUMAN	Zinc finger protein 124 (Zinc finger protein HZF-16)	ZNF124	Homo sapiens (Human)	351
Q16342	reviewed	PDCD2_HUMAN	Programmed cell death protein 2 (Zinc finger MYND domain-containing protein 7) (Zinc finger protein Rp-8)	PDCD2 RP8 ZMYND7	Homo sapiens (Human)	344
Q16587	reviewed	ZNF74_HUMAN	Zinc finger protein 74 (Zinc finger protein 520) (hZNF7)	ZNF74 ZNF520	Homo sapiens (Human)	644
Q16600	reviewed	ZN239_HUMAN	Zinc finger protein 239 (Zinc finger protein HOK-2) (Zinc finger protein MOK-2)	ZNF239 HOK2 MOK2	Homo sapiens (Human)	458
Q16629	reviewed	SRSF7_HUMAN	"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)"	SRSF7 SFRS7	Homo sapiens (Human)	238
Q16670	reviewed	ZSC26_HUMAN	Zinc finger and SCAN domain-containing protein 26 (Protein SRE-ZBP) (Zinc finger protein 187)	ZSCAN26 ZNF187	Homo sapiens (Human)	478
Q16760	reviewed	DGKD_HUMAN	Diacylglycerol kinase delta (DAG kinase delta) (EC 2.7.1.107) (130 kDa diacylglycerol kinase) (Diglyceride kinase delta) (DGK-delta)	DGKD KIAA0145	Homo sapiens (Human)	1214
Q17R98	reviewed	ZN827_HUMAN	Zinc finger protein 827	ZNF827	Homo sapiens (Human)	1081
Q17RB8	reviewed	LONF1_HUMAN	LON peptidase N-terminal domain and RING finger protein 1 (RING finger protein 191)	LONRF1 RNF191	Homo sapiens (Human)	773
Q19AV6	reviewed	ZSWM7_HUMAN	Zinc finger SWIM domain-containing protein 7 (SWIM domain-containing and Srs2-interacting protein 1 homolog) (SWIM-type zinc finger domain-containing protein 7)	ZSWIM7 SWS1	Homo sapiens (Human)	140
Q1L5Z9	reviewed	LONF2_HUMAN	LON peptidase N-terminal domain and RING finger protein 2 (Neuroblastoma apoptosis-related protease) (RING finger protein 192)	LONRF2 RNF192	Homo sapiens (Human)	754
Q2KHN1	reviewed	RN151_HUMAN	RING finger protein 151	RNF151	Homo sapiens (Human)	245
Q2M1K9	reviewed	ZN423_HUMAN	Zinc finger protein 423 (Olf1/EBF-associated zinc finger protein) (hOAZ) (Smad- and Olf-interacting zinc finger protein)	ZNF423 KIAA0760 NPHP14 OAZ	Homo sapiens (Human)	1284
Q2Q1W2	reviewed	LIN41_HUMAN	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	TRIM71 LIN41	Homo sapiens (Human)	868
Q2QGD7	reviewed	ZXDC_HUMAN	Zinc finger protein ZXDC (ZXD-like zinc finger protein)	ZXDC ZXDL	Homo sapiens (Human)	858
Q32MQ0	reviewed	ZN750_HUMAN	Zinc finger protein 750	ZNF750	Homo sapiens (Human)	723
Q3KNS6	reviewed	ZN829_HUMAN	Zinc finger protein 829	ZNF829	Homo sapiens (Human)	432
Q3KNV8	reviewed	PCGF3_HUMAN	Polycomb group RING finger protein 3 (RING finger protein 3A)	PCGF3 RNF3 RNF3A	Homo sapiens (Human)	242
Q3KQV3	reviewed	ZN792_HUMAN	Zinc finger protein 792	ZNF792	Homo sapiens (Human)	632
Q3MJ62	reviewed	ZSC23_HUMAN	Zinc finger and SCAN domain-containing protein 23 (Zinc finger protein 390) (Zinc finger protein 453)	ZSCAN23 ZNF390 ZNF453	Homo sapiens (Human)	389
Q3SY56	reviewed	SP6_HUMAN	Transcription factor Sp6 (Krueppel-like factor 14)	SP6 KLF14	Homo sapiens (Human)	376
Q495C1	reviewed	RN212_HUMAN	Probable E3 SUMO-protein ligase RNF212 (EC 2.3.2.-) (Probable E3 SUMO-protein transferase RNF212) (RING finger protein 212)	RNF212	Homo sapiens (Human)	297
Q4G163	reviewed	FBX43_HUMAN	F-box only protein 43 (Endogenous meiotic inhibitor 2)	FBXO43 EMI2	Homo sapiens (Human)	708
Q4VC12	reviewed	MSS51_HUMAN	"Putative protein MSS51 homolog, mitochondrial (Zinc finger MYND domain-containing protein 17)"	MSS51 ZMYND17	Homo sapiens (Human)	460
Q4VC44	reviewed	FWCH1_HUMAN	FLYWCH-type zinc finger-containing protein 1	FLYWCH1 KIAA1552	Homo sapiens (Human)	716
Q504Y3	reviewed	ZCPW2_HUMAN	Zinc finger CW-type PWWP domain protein 2	ZCWPW2	Homo sapiens (Human)	356
Q52LW3	reviewed	RHG29_HUMAN	Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29)	ARHGAP29 PARG1	Homo sapiens (Human)	1261
Q53FD0	reviewed	ZC21C_HUMAN	Zinc finger C2HC domain-containing protein 1C	ZC2HC1C C14orf140 FAM164C	Homo sapiens (Human)	456
Q53GS9	reviewed	UBP39_HUMAN	Ubiquitin carboxyl-terminal hydrolase 39 (EC 3.4.19.12) (SAD1 homolog) (U4/U6.U5 tri-snRNP-associated 65 kDa protein)	USP39 CGI-21 HSPC332 PRO2855	Homo sapiens (Human)	565
Q53T94	reviewed	TAF1B_HUMAN	TATA box-binding protein-associated factor RNA polymerase I subunit B (RNA polymerase I-specific TBP-associated factor 63 kDa) (TAFI63) (TATA box-binding protein-associated factor 1B) (TBP-associated factor 1B) (Transcription initiation factor SL1/TIF-IB subunit B)	TAF1B	Homo sapiens (Human)	588
Q569K4	reviewed	Z385B_HUMAN	Zinc finger protein 385B (Zinc finger protein 533)	ZNF385B ZNF533	Homo sapiens (Human)	471
Q56NI9	reviewed	ESCO2_HUMAN	N-acetyltransferase ESCO2 (EC 2.3.1.-) (Establishment factor-like protein 2) (EFO2) (EFO2p) (hEFO2) (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2)	ESCO2	Homo sapiens (Human)	601
Q58A45	reviewed	PAN3_HUMAN	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3	Homo sapiens (Human)	887
Q5BKZ1	reviewed	ZN326_HUMAN	DBIRD complex subunit ZNF326 (Zinc finger protein 326) (Zinc finger protein interacting with mRNPs and DBC1)	ZNF326 ZIRD	Homo sapiens (Human)	582
Q5D1E8	reviewed	ZC12A_HUMAN	Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	ZC3H12A MCPIP MCPIP1	Homo sapiens (Human)	599
Q5F1R6	reviewed	DJC21_HUMAN	DnaJ homolog subfamily C member 21 (DnaJ homolog subfamily A member 5) (Protein GS3)	DNAJC21 DNAJA5	Homo sapiens (Human)	531
Q5FWF4	reviewed	ZRAB3_HUMAN	DNA annealing helicase and endonuclease ZRANB3 (Annealing helicase 2) (AH2) (Zinc finger Ran-binding domain-containing protein 3) [Includes: DNA annealing helicase ZRANB3 (EC 3.6.4.-); Endonuclease ZRANB3 (EC 3.1.-.-)]	ZRANB3	Homo sapiens (Human)	1079
Q5FWF5	reviewed	ESCO1_HUMAN	N-acetyltransferase ESCO1 (EC 2.3.1.-) (CTF7 homolog 1) (Establishment factor-like protein 1) (EFO1) (EFO1p) (hEFO1) (Establishment of cohesion 1 homolog 1) (ECO1 homolog 1) (ESO1 homolog 1)	ESCO1 EFO1 KIAA1911	Homo sapiens (Human)	840
Q5JSP0	reviewed	FGD3_HUMAN	"FYVE, RhoGEF and PH domain-containing protein 3 (Zinc finger FYVE domain-containing protein 5)"	FGD3 ZFYVE5	Homo sapiens (Human)	725
Q5KSL6	reviewed	DGKK_HUMAN	Diacylglycerol kinase kappa (DAG kinase kappa) (DGK-kappa) (EC 2.7.1.107) (142 kDa diacylglycerol kinase) (Diglyceride kinase kappa)	DGKK	Homo sapiens (Human)	1271
Q5M7Z0	reviewed	RNFT1_HUMAN	E3 ubiquitin-protein ligase RNFT1 (EC 2.3.2.27) (Protein PTD016) (RING finger and transmembrane domain-containing protein 1)	RNFT1 PTD016	Homo sapiens (Human)	435
Q5QGT7	reviewed	RTP2_HUMAN	Receptor-transporting protein 2 (3CxxC-type zinc finger protein 2)	RTP2 Z3CXXC2	Homo sapiens (Human)	225
Q5T0T0	reviewed	MARH8_HUMAN	E3 ubiquitin-protein ligase MARCHF8 (EC 2.3.2.27) (Cellular modulator of immune recognition) (c-MIR) (Membrane-associated RING finger protein 8) (Membrane-associated RING-CH protein VIII) (MARCH-VIII) (RING finger protein 178) (RING-type E3 ubiquitin transferase MARCHF8)	MARCHF8 MARCH8 MIR RNF178	Homo sapiens (Human)	291
Q5T197	reviewed	DCST1_HUMAN	E3 ubiquitin-protein ligase DCST1 (EC 2.3.2.27) (DC-STAMP domain-containing protein 1) (RING-type E3 ubiquitin transferase)	DCST1	Homo sapiens (Human)	706
Q5T1R4	reviewed	ZEP3_HUMAN	Transcription factor HIVEP3 (Human immunodeficiency virus type I enhancer-binding protein 3) (Kappa-B and V(D)J recombination signal sequences-binding protein) (Kappa-binding protein 1) (KBP-1) (Zinc finger protein ZAS3)	HIVEP3 KBP1 KIAA1555 KRC ZAS3	Homo sapiens (Human)	2406
Q5T1V6	reviewed	DDX59_HUMAN	Probable ATP-dependent RNA helicase DDX59 (EC 3.6.4.13) (DEAD box protein 59) (Zinc finger HIT domain-containing protein 5)	DDX59 ZNHIT5	Homo sapiens (Human)	619
Q5T200	reviewed	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13	ZC3H13 KIAA0853	Homo sapiens (Human)	1668
Q5T481	reviewed	RBM20_HUMAN	RNA-binding protein 20 (RNA-binding motif protein 20)	RBM20	Homo sapiens (Human)	1227
Q5T4F4	reviewed	ZFY27_HUMAN	Protrudin (Spastic paraplegia 33 protein) (Zinc finger FYVE domain-containing protein 27)	ZFYVE27 SPG33	Homo sapiens (Human)	411
Q5T4S7	reviewed	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600) (p600) (Zinc finger UBR1-type protein 1)	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1	Homo sapiens (Human)	5183
Q5T619	reviewed	ZN648_HUMAN	Zinc finger protein 648	ZNF648	Homo sapiens (Human)	568
Q5T6S3	reviewed	PHF19_HUMAN	PHD finger protein 19 (Polycomb-like protein 3) (hPCL3)	PHF19 PCL3	Homo sapiens (Human)	580
Q5T7W0	reviewed	ZN618_HUMAN	Zinc finger protein 618	ZNF618 KIAA1952	Homo sapiens (Human)	954
Q5T8P6	reviewed	RBM26_HUMAN	RNA-binding protein 26 (CTCL tumor antigen se70-2) (RNA-binding motif protein 26)	RBM26 C13orf10 PRO1777	Homo sapiens (Human)	1007
Q5TA31	reviewed	RN187_HUMAN	E3 ubiquitin-protein ligase RNF187 (EC 2.3.2.27) (RING domain AP1 coactivator 1) (RACO-1) (RING finger protein 187) (RING-type E3 ubiquitin transferase RNF187)	RNF187	Homo sapiens (Human)	235
Q5TAX3	reviewed	TUT4_HUMAN	Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11)	TUT4 KIAA0191 ZCCHC11	Homo sapiens (Human)	1644
Q5TC82	reviewed	RC3H1_HUMAN	Roquin-1 (Roquin) (EC 2.3.2.27) (RING finger and C3H zinc finger protein 1) (RING finger and CCCH-type zinc finger domain-containing protein 1) (RING finger protein 198)	RC3H1 KIAA2025 RNF198	Homo sapiens (Human)	1133
Q5TD97	reviewed	FHL5_HUMAN	Four and a half LIM domains protein 5 (FHL-5) (Activator of cAMP-responsive element modulator in testis) (Activator of CREM in testis)	FHL5 ACT	Homo sapiens (Human)	284
Q5U5Q3	reviewed	MEX3C_HUMAN	RNA-binding E3 ubiquitin-protein ligase MEX3C (EC 2.3.2.27) (RING finger and KH domain-containing protein 2) (RING finger protein 194) (RING-type E3 ubiquitin transferase MEX3C)	MEX3C RKHD2 RNF194 BM-013	Homo sapiens (Human)	659
Q5VT25	reviewed	MRCKA_HUMAN	Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha)	CDC42BPA KIAA0451	Homo sapiens (Human)	1732
Q5VTB9	reviewed	RN220_HUMAN	E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)	RNF220 C1orf164	Homo sapiens (Human)	566
Q5VTD9	reviewed	GFI1B_HUMAN	Zinc finger protein Gfi-1b (Growth factor independent protein 1B) (Potential regulator of CDKN1A translocated in CML)	GFI1B	Homo sapiens (Human)	330
Q5VTR2	reviewed	BRE1A_HUMAN	E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)	RNF20 BRE1A	Homo sapiens (Human)	975
Q5VUA4	reviewed	ZN318_HUMAN	Zinc finger protein 318 (Endocrine regulatory protein)	ZNF318 HRIHFB2436	Homo sapiens (Human)	2279
Q5VVQ6	reviewed	OTU1_HUMAN	Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (DUBA-8) (HIV-1-induced protease 7) (HIN-7) (HsHIN7) (OTU domain-containing protein 2)	YOD1 DUBA8 HIN7 OTUD2 PRO0907	Homo sapiens (Human)	348
Q5VWG9	reviewed	TAF3_HUMAN	Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)	TAF3	Homo sapiens (Human)	929
Q5VYS8	reviewed	TUT7_HUMAN	Terminal uridylyltransferase 7 (TUTase 7) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 6)	TUT7 HS2 KIAA1711 ZCCHC6	Homo sapiens (Human)	1495
Q5VZF2	reviewed	MBNL2_HUMAN	Muscleblind-like protein 2 (Muscleblind-like protein 1) (Muscleblind-like protein-like) (Muscleblind-like protein-like 39)	MBNL2 MBLL MBLL39 MLP1	Homo sapiens (Human)	373
Q5VZL5	reviewed	ZMYM4_HUMAN	Zinc finger MYM-type protein 4 (Zinc finger protein 262)	ZMYM4 KIAA0425 ZNF262	Homo sapiens (Human)	1548
Q5W0B1	reviewed	OBI1_HUMAN	ORC ubiquitin ligase 1 (OBI1) (EC 2.3.2.27) (RING finger protein 219)	OBI1 C13orf7 RNF219	Homo sapiens (Human)	726
Q5XPI4	reviewed	RN123_HUMAN	E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123)	RNF123 KPC1 FP1477	Homo sapiens (Human)	1314
Q63HK5	reviewed	TSH3_HUMAN	Teashirt homolog 3 (Zinc finger protein 537)	TSHZ3 KIAA1474 TSH3 ZNF537	Homo sapiens (Human)	1081
Q63HN8	reviewed	RN213_HUMAN	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	Homo sapiens (Human)	5207
Q63HR2	reviewed	TENS2_HUMAN	Tensin-2 (EC 3.1.3.48) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-like C1 domain-containing phosphatase)	TNS2 KIAA1075 TENC1	Homo sapiens (Human)	1409
Q66K89	reviewed	E4F1_HUMAN	Transcription factor E4F1 (EC 2.3.2.27) (E4F transcription factor 1) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F) (p120E4F) (p50E4F)	E4F1 E4F	Homo sapiens (Human)	784
Q68CP9	reviewed	ARID2_HUMAN	AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200)	ARID2 BAF200 KIAA1557	Homo sapiens (Human)	1835
Q68DK2	reviewed	ZFY26_HUMAN	Zinc finger FYVE domain-containing protein 26 (FYVE domain-containing centrosomal protein) (FYVE-CENT) (Spastizin)	ZFYVE26 KIAA0321	Homo sapiens (Human)	2539
Q68DV7	reviewed	RNF43_HUMAN	E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43)	RNF43	Homo sapiens (Human)	783
Q68EA5	reviewed	ZNF57_HUMAN	Zinc finger protein 57 (Zinc finger protein 424)	ZNF57 ZNF424	Homo sapiens (Human)	555
Q6AZZ1	reviewed	TRI68_HUMAN	E3 ubiquitin-protein ligase TRIM68 (EC 2.3.2.27) (RING finger protein 137) (RING-type E3 ubiquitin transferase TRIM68) (SSA protein SS-56) (SS-56) (Tripartite motif-containing protein 68)	TRIM68 GC109 RNF137 SS56	Homo sapiens (Human)	485
Q6DJT9	reviewed	PLAG1_HUMAN	Zinc finger protein PLAG1 (Pleiomorphic adenoma gene 1 protein)	PLAG1	Homo sapiens (Human)	500
Q6DT37	reviewed	MRCKG_HUMAN	Serine/threonine-protein kinase MRCK gamma (EC 2.7.11.1) (CDC42-binding protein kinase gamma) (DMPK-like gamma) (Myotonic dystrophy kinase-related CDC42-binding kinase gamma) (MRCK gamma) (MRCKG) (Myotonic dystrophy protein kinase-like gamma) (Myotonic dystrophy protein kinase-like alpha)	CDC42BPG DMPK2	Homo sapiens (Human)	1551
Q6ECI4	reviewed	ZN470_HUMAN	Zinc finger protein 470 (Chondrogenesis zinc finger protein 1) (CZF-1)	ZNF470 CZF1	Homo sapiens (Human)	717
Q6FIF0	reviewed	ZFAN6_HUMAN	AN1-type zinc finger protein 6 (Associated with PRK1 protein) (Zinc finger A20 domain-containing protein 3)	ZFAND6 AWP1 ZA20D3 HT032	Homo sapiens (Human)	208
Q6GMV2	reviewed	SMYD5_HUMAN	Histone-lysine N-trimethyltransferase SMYD5 (EC 2.1.1.372) (Protein NN8-4AG) (Retinoic acid-induced protein 15) (SET and MYND domain-containing protein 5) ([histone H4]-lysine20 N-trimethyltransferase SMYD5)	SMYD5 RAI15	Homo sapiens (Human)	418
Q6GPH4	reviewed	XAF1_HUMAN	XIAP-associated factor 1 (BIRC4-binding protein)	XAF1 BIRC4BP XIAPAF1	Homo sapiens (Human)	301
Q6GQQ9	reviewed	OTU7B_HUMAN	OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne)	OTUD7B ZA20D1	Homo sapiens (Human)	843
Q6IE81	reviewed	JADE1_HUMAN	Protein Jade-1 (Jade family PHD finger protein 1) (PHD finger protein 17)	JADE1 KIAA1807 PHF17	Homo sapiens (Human)	842
Q6IEG0	reviewed	SNR48_HUMAN	U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein) (U11/U12-48K)	SNRNP48 C6orf151	Homo sapiens (Human)	339
Q6N043	reviewed	Z280D_HUMAN	Zinc finger protein 280D (Suppressor of hairy wing homolog 4) (Zinc finger protein 634)	ZNF280D KIAA1584 SUHW4 ZNF634	Homo sapiens (Human)	979
Q6NUN9	reviewed	ZN746_HUMAN	Zinc finger protein 746 (Parkin-interacting substrate) (PARIS)	ZNF746 PARIS	Homo sapiens (Human)	644
Q6NX45	reviewed	ZN774_HUMAN	Zinc finger protein 774	ZNF774	Homo sapiens (Human)	483
Q6NZ36	reviewed	FAP20_HUMAN	Fanconi anemia core complex-associated protein 20 (FANCA-associated protein of 20 kDa) (Fanconi anemia-associated protein of 20 kDa)	FAAP20 C1orf86 FP7162	Homo sapiens (Human)	180
Q6NZY4	reviewed	ZCHC8_HUMAN	Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8)	ZCCHC8	Homo sapiens (Human)	707
Q6P158	reviewed	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57)	DHX57	Homo sapiens (Human)	1386
Q6P1L6	reviewed	ZN343_HUMAN	Zinc finger protein 343	ZNF343	Homo sapiens (Human)	599
Q6P2D0	reviewed	ZFP1_HUMAN	Zinc finger protein 1 homolog (Zfp-1) (Zinc finger protein 475)	ZFP1 ZNF475	Homo sapiens (Human)	407
Q6P9F5	reviewed	TRI40_HUMAN	E3 ubiquitin ligase TRIM40 (EC 2.3.2.27) (Probable E3 NEDD8-protein ligase) (RING finger protein 35)	TRIM40 RNF35	Homo sapiens (Human)	258
Q6P9G9	reviewed	ZN449_HUMAN	Zinc finger protein 449 (Zinc finger and SCAN domain-containing protein 19)	ZNF449 ZSCAN19	Homo sapiens (Human)	518
Q6PCD5	reviewed	RFWD3_HUMAN	E3 ubiquitin-protein ligase RFWD3 (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3) (RING finger protein 201)	RFWD3 RNF201	Homo sapiens (Human)	774
Q6PCT2	reviewed	FXL19_HUMAN	F-box/LRR-repeat protein 19 (F-box and leucine-rich repeat protein 19)	FBXL19 FBL19	Homo sapiens (Human)	694
Q6PEW1	reviewed	ZCH12_HUMAN	Zinc finger CCHC domain-containing protein 12 (Smad-interacting zinc finger protein 1)	ZCCHC12 SIZN1	Homo sapiens (Human)	402
Q6PJ69	reviewed	TRI65_HUMAN	E3 ubiquitin-protein ligase TRIM65 (EC 2.3.2.27) (Tripartite motif-containing protein 65)	TRIM65	Homo sapiens (Human)	517
Q6PJI9	reviewed	WDR59_HUMAN	GATOR2 complex protein WDR59 (WD repeat-containing protein 59)	WDR59 KIAA1923 FP977	Homo sapiens (Human)	974
Q6PJP8	reviewed	DCR1A_HUMAN	DNA cross-link repair 1A protein (Beta-lactamase DCLRE1A) (EC 3.5.2.6) (SNM1 homolog A) (hSNM1) (hSNM1A)	DCLRE1A KIAA0086 SNM1 SNM1A	Homo sapiens (Human)	1040
Q6PJT7	reviewed	ZC3HE_HUMAN	Zinc finger CCCH domain-containing protein 14 (Mammalian suppressor of tau pathology-2) (MSUT-2) (Renal carcinoma antigen NY-REN-37)	ZC3H14	Homo sapiens (Human)	736
Q6Q0C0	reviewed	TRAF7_HUMAN	E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.-) (EC 2.3.2.27) (RING finger and WD repeat-containing protein 1) (RING finger protein 119) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7)	TRAF7 RFWD1 RNF119	Homo sapiens (Human)	670
Q6S9Z5	reviewed	ZN474_HUMAN	Zinc finger protein 474 (Testis-specific zinc finger protein) (TSZFP)	ZNF474	Homo sapiens (Human)	364
Q6U7Q0	reviewed	ZN322_HUMAN	Zinc finger protein 322 (Zinc finger protein 322A) (Zinc finger protein 388) (Zinc finger protein 489)	ZNF322 ZNF322A ZNF388 ZNF489	Homo sapiens (Human)	402
Q6UWE0	reviewed	LRSM1_HUMAN	E3 ubiquitin-protein ligase LRSAM1 (EC 2.3.2.27) (Leucine-rich repeat and sterile alpha motif-containing protein 1) (RING-type E3 ubiquitin transferase LRSAM1) (Tsg101-associated ligase) (hTAL)	LRSAM1 TAL UNQ6496/PRO21356	Homo sapiens (Human)	723
Q6VAB6	reviewed	KSR2_HUMAN	Kinase suppressor of Ras 2 (hKSR2) (EC 2.7.11.1)	KSR2	Homo sapiens (Human)	950
Q6VVB1	reviewed	NHLC1_HUMAN	E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1)	NHLRC1 EPM2B	Homo sapiens (Human)	395
Q6ZMS7	reviewed	ZN783_HUMAN	Zinc finger protein 783	ZNF783	Homo sapiens (Human)	546
Q6ZMT1	reviewed	STAC2_HUMAN	SH3 and cysteine-rich domain-containing protein 2 (24b2/STAC2) (Src homology 3 and cysteine-rich domain-containing protein 2)	STAC2	Homo sapiens (Human)	411
Q6ZMT4	reviewed	KDM7A_HUMAN	Lysine-specific demethylase 7A (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7) ([histone H3]-dimethyl-L-lysine9 demethylase 7A) (EC 1.14.11.65)	KDM7A JHDM1D KDM7 KIAA1718	Homo sapiens (Human)	941
Q6ZMU5	reviewed	TRI72_HUMAN	Tripartite motif-containing protein 72 (Mitsugumin-53) (Mg53)	TRIM72 MG53	Homo sapiens (Human)	477
Q6ZMZ0	reviewed	RN19B_HUMAN	E3 ubiquitin-protein ligase RNF19B (EC 2.3.2.31) (IBR domain-containing protein 3) (Natural killer lytic-associated molecule) (RING finger protein 19B)	RNF19B IBRDC3 NKLAM	Homo sapiens (Human)	732
Q6ZN04	reviewed	MEX3B_HUMAN	RNA-binding protein MEX3B (RING finger and KH domain-containing protein 3) (RING finger protein 195)	MEX3B KIAA2009 RKHD3 RNF195	Homo sapiens (Human)	569
Q6ZN17	reviewed	LN28B_HUMAN	Protein lin-28 homolog B (Lin-28B)	LIN28B CSDD2	Homo sapiens (Human)	250
Q6ZN18	reviewed	AEBP2_HUMAN	Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2)	AEBP2	Homo sapiens (Human)	517
Q6ZN30	reviewed	BNC2_HUMAN	Zinc finger protein basonuclin-2	BNC2	Homo sapiens (Human)	1099
Q6ZN55	reviewed	ZN574_HUMAN	Zinc finger protein 574	ZNF574	Homo sapiens (Human)	896
Q6ZN57	reviewed	ZFP2_HUMAN	Zinc finger protein ZFP2 (Zfp-2) (Zinc finger protein 751)	ZFP2 ZNF751	Homo sapiens (Human)	461
